ID	Sentence
784	Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend "Venite Ad Me Omnes".
785	our drums Are bringing forth our youth.
786	BRUTUS: Not to them all.
787	CORIOLANUS: Menenius ever, ever.
788	It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858.
789	The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College.
790	Definitely a greasy spoon!
791	VOLUMNIA: One on 's father's moods.
792	Neither paper is published as often as The Observer; however, all three are distributed to all students.
793	The salad was just a huge plate of spring mix (nothing else in it) with WAY to much vinegar dressing.
794	And when we asked about it, the waitress said 'Yeah, it's huge and really good, and he only charges $12.99 for it, ain't that nuts?'
795	Can't wait to come back.
796	The place was crowded, we were seated at the last open table.
797	If you are feeling like lunch food go a little later, their burgers are made on the breakfast griddle and are delicious.
798	My husband and I went a couple of weeks ago.
799	SICINIUS: You may, sir.
800	Budapest is also known for its exciting nightlife.
801	I'd recommend a call for directions 412-271-9911.
802	Ay, my dear, Such eyes the widows in Corioli wear, And mothers that lack sons.
803	Give me a break!
804	Second Citizen: Think you so?
805	All and all, a very crude and unpleasant dining experience for me and my guests.
806	The office admin (very nice) asked for me to come early (before 9am) to complete paperwork.
807	Speaking of the plague, I suppose we should thank Mr. Surly for inspiring us to walk out.
808	COMINIUS: Aged sir, hands off.
809	\nI had a Grand Slam... it was more than enough food.
810	At the end of the main drive (and in a direct line that connects through 3 statues and the Gold Dome), is a simple, modern stone statue of Mary.
811	CORIOLANUS: Is this done?
812	Preordered my tires and when I arrived they couldn't find the order anywhere.
813	TITUS: No, Caius Marcius; I'll lean upon one crutch and fight with t'other, Ere stay behind this business.
814	When yet he was but tender-bodied and the only son of my womb, when youth with comeliness plucked all gaze his way, when for a day of kings' entreaties a mother should not sell him an hour from her beholding, I, considering how honour would become such a person.
815	It is because of him, not my now former gyn Dr. Markoff, that I found out I have fibroids.
816	Thou art left, Marcius: A carbuncle entire, as big as thou art, Were not so rich a jewel.
817	We stopped at Papa J's last Friday night (8/1) for a round of drinks.
818	Each time the receptionists give of a vibe of entitlement and it is very uncomfortable.
819	First Senator: Tribunes, give way; he shall to the market-place.
820	And Irish music.
821	It took forever to order and then forever for our food to come and the place was empty.
822	First Citizen: First, you know Caius Marcius is chief enemy to the people.
823	The information below will be helpful to you.
824	The fried noodles were out of a box and nasty, the shrimp was mushy, the fried rice was bright yellow.\n\nWe asked for water, they brought us 1 in a SOLO cup for 2 people.
825	Why in this woolvish toge should I stand here, To beg of Hob and Dick, that do appear, Their needless vouches?
826	Let's fetch him off, or make remain alike.
827	Water is only $1 a bottle!
828	I used to order takeout here once every month or so.
829	He learned from his father at the age of 14 how to sew.
830	Perfect time with hubby, after work which is 4 am and you can still have a hot nice meal, waitress was such an adorable girl.
831	The server never did anything to try to make our experience better - he knew we weren't happy, but never offered anything such as dessert on the house.
832	BRUTUS: And topping all others in boasting.
833	BRUTUS: Most willingly; But yet my caution was more pertinent Than the rebuke you give it.
834	MENENIUS: Has he disciplined Aufidius soundly?
835	I've tried to give this McDonalds a chance but my patience has run out.
836	Greeted by a dour manager that seemed mad that we had a reservation.
837	There were absent only from the gathering Gonzaga and Fortemani, besides a sentry and the three prisoners.
838	Most food for your dollar.
839	I think I was one of his 1st patients when he started at MHMG.
840	First Citizen: Our business is not unknown to the senate; they have had inkling this fortnight what we intend to do, which now we'll show 'em in deeds.
841	The ambiance is nice but it doesn't justify the prices.
842	Yum!\n\nJust as we were finishing our salads our dinners were delivered.
843	VOLUMNIA: Indeed, you shall not.
844	LARTIUS: O general, Here is the steed, we the caparison: Hadst thou beheld--  MARCIUS: Pray now, no more: my mother, Who has a charter to extol her blood, When she does praise me grieves me.
845	I was pleasantly surprised by this restaurant.
846	My recommendation is a breakfast sandwich on a bagel and a coffee.
847	And then...AHA!
848	'\n\nThis is about as old world bar/lounge/restaurant as it gets.
849	I ordered a salad & basil pesto cream pasta & my husband ordered the spinach & feta pasta.
850	LARTIUS: What is become of Marcius?
851	His pupil age Man-enter'd thus, he waxed like a sea, And in the brunt of seventeen battles since He lurch'd all swords of the garland.
852	The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork.
853	BRUTUS: The aediles, ho!
854	Second Citizen: Nay, but speak not maliciously.
855	There is a Latino man in his 20's working when you arrive.
856	The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College.
857	A customer even tripped over the buckets and fell.
858	Los Angeles Los Angeles was founded in 1781.
859	Now, to seem to affect the malice and displeasure of the people is as bad as that which he dislikes, to flatter them for their love.
860	Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States.
861	Third Citizen: Certainly He flouted us downright.
862	The fish was flavorful, the batter excellent, and for just $8.
863	We placed our order.
864	He's to make his requests by particulars; wherein every one of us has a single honour, in giving him our own voices with our own tongues: therefore follow me, and I direct you how you shall go by him.
865	First Citizen: Let us kill him, and we'll have corn at our own price.
866	CORIOLANUS: Hence, old goat!
867	And YET to find a true good Reuben in da burgh, I tried it.\n\nWell, they were out of the proper bread, and the guy had to run to the store to buy the closest thing he could find, which was not the proper bread, and instead of one of their 'raved about' Reubens, I received two mini-Reubens, which basically took the guts from one Reuben, and spread it out onto two sandwiches on regular sized bread.
868	VOLUMNIA: He had rather see the swords, and hear a drum, than look upon his school-master.
869	This is a hidden gem, no really.
870	MENENIUS: I tell you, friends, most charitable care Have the patricians of you.
871	Do they think that this is their private gym?
872	Both: Why, how are we censured?
873	Had to ask for coffee refills, had to ask for silverware, for napkins...etc.
874	Used to go there for tires, brakes, etc.
875	The wedding soup and bread were good, but that's it!
876	My nobler friends, I crave their pardons: For the mutable, rank-scented many, let them Regard me as I do not flatter, and Therein behold themselves: I say again, In soothing them, we nourish 'gainst our senate The cockle of rebellion, insolence, sedition, Which we ourselves have plough'd for, sow'd, and scatter'd, By mingling them with us, the honour'd number, Who lack not virtue, no, nor power, but that Which they have given to beggars.
877	BRUTUS: Come: Half all Cominius' honours are to Marcius.
878	My parents love their burgers.
879	Everything is made to order, with fair portions, and great prices.
880	VALERIA: In truth, la, go with me; and I'll tell you excellent news of your husband.
881	COMINIUS: The people are abused; set on.
882	We do here pronounce, Upon the part o' the people, in whose power We were elected theirs, Marcius is worthy Of present death.
883	Valentina was very pale, and round her eyes there were dark circles that told of sleeplessness, and as she bowed her head in prayer, her ladies observed that tears were falling on the illuminated Mass-book over which she bent.
884	Messenger: You are sent for to the Capitol.
885	First Citizen: Ye're long about it.
886	COMINIUS: Come, sir, along with us.
887	Come, good sweet lady.
888	One of her safe racers was a dark bay, and she called him Bells because of the way he struck his iron shoes on the stones.
889	Will never go back or refer anyone else
890	We are not to stay all together, but to come by him where he stands, by ones, by twos, and by threes.
891	Fan-freakin-tastic!
892	Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend "Venite Ad Me Omnes".
893	BRUTUS: We pray the gods he may deserve your loves.
894	All: Content, content.
895	A giant mound of food guaranteed to sooth any hangover.
896	More or less an appetizer filler before the meal.\n\nThe mind-blower in this trip was the ordering of the fried chicken dinner.
897	They are butchers and should not even call themselves dentist.
898	When I arrived I wasn't sure if this was a driving range or an excavation site for a mastodon or a strip mining operation.
899	MENENIUS: Sham it be put to that?
900	So, he took the meals back to the kitchen.
901	As at most other universities, Notre Dame's students run a number of news media outlets.
902	2 bicycles, a scooter, and an electronic keyboard graced the dining room.
903	BRUTUS: Come, sir, come, we know you well enough.
904	If I could give this place less than one star, I would.
905	They are crooks and butchers.
906	Five times, Marcius, I have fought with thee: so often hast thou beat me, And wouldst do so, I think, should we encounter As often as we eat.
907	If she could not wholly control Lassiter, then what she could do might put off the fatal day.
908	We ordered Reuben's  and wanted coleslaw instead of kraut.
909	The weather is usually dry and warm.
910	Hear you this Triton of the minnows?
911	There are weeds grown all over the place.
912	LARTIUS: Their noise be our instruction.
913	Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.
914	The food tastes average and the price is good.
915	When I complained the manager was very rude and tried to blame us for taking to long to order.
916	They actually ground up the beans in front of us.
917	MENENIUS: So do I too, if it be not too much: brings a' victory in his pocket?
918	Second Citizen: Consider you what services he has done for his country?
919	He received in the repulse of Tarquin seven hurts i' the body.
920	Yet you must be saying, Marcius is proud; who in a cheap estimation, is worth predecessors since Deucalion, though peradventure some of the best of 'em were hereditary hangmen.
921	\n\nThen again, the franchise is owned by Rice, and I've come to take terrible service is their MO.
922	Messenger: The news is, sir, the Volsces are in arms.
923	I got them in my country's service, when Some certain of your brethren roar'd and ran From the noise of our own drums.'
924	Whatever the case, they have cold Guinness.
925	Same lousy service.
926	BRUTUS: Has said enough.
927	VOLUMNIA: On's brows: Menenius, he comes the third time home with the oaken garland.
928	I have been to this restaurant twice and was disappointed both times.
929	MENENIUS: I'll keep you company.
930	And, bagpipe please, Riley's Pour House opens March 1 of 2012.
931	( dressing on the side of a salad,  less feta on an entree and no oil on another entree) The waitress blamed it on the cook, but did offer to get one entree changed.
932	Come; I would your cambric were sensible as your finger, that you might leave pricking it for pity.
933	Treats you like a local.Eaten here 3 times a week for a month.
934	The delivery driver mistakenly rang my doorbell, having confused 133 and 113.\n\nRather than taking a step back and analyzing the situation, he begins to accuse my wife and I of ordering and refusing to pay for this pizza.\n\nThe driver then gets on his cell phone and rather than calling the number than was given when the order was placed, begins to call his bosses and starts threatening me with felony charges.
935	It is right across the street from the Rankin Police Station.
936	'They have press'd a power, but it is not known Whether for east or west: the dearth is great; The people mutinous; and it is rumour'd, Cominius, Marcius your old enemy, Who is of Rome worse hated than of you, And Titus Lartius, a most valiant Roman, These three lead on this preparation Whither 'tis bent: most likely 'tis for you: Consider of it.'
937	Second Citizen: You shall ha' it, worthy sir.
938	Please you To hear Cominius speak?
939	Eat at your own risk.
940	I am weary; yea, my memory is tired.
941	When you speak best unto the purpose, it is not worth the wagging of your beards; and your beards deserve not so honourable a grave as to stuff a botcher's cushion, or to be entombed in an ass's pack- saddle.
942	Second Citizen: Your own desert!
943	Stay away from this doc and the practice.
944	I have no idea who gave this place high reviews but they must either own the place or be time travelers from back in the day when this place might not have sucked.
945	Consider where this place is ,the prices are really really high .
946	MENENIUS: Pray you, who does the wolf love?
947	Tried the Roman Style calamari, very good better than the fried calamari we had last time.
948	\n\nThe workers do seem like nice people just trying to make a living but when it comes to cleanliness Don Don is lacking.
949	When we granted that, Here was 'I thank you for your voices: thank you: Your most sweet voices: now you have left your voices, I have no further with you.'
950	MARCIUS: They are dissolved: hang 'em!
951	BRUTUS: All tongues speak of him, and the bleared sights Are spectacled to see him: your prattling nurse Into a rapture lets her baby cry While she chats him: the kitchen malkin pins Her richest lockram 'bout her reechy neck, Clambering the walls to eye him: stalls, bulks, windows, Are smother'd up, leads fill'd, and ridges horsed With variable complexions, all agreeing In earnestness to see him: seld-shown flamens Do press among the popular throngs and puff To win a vulgar station: or veil'd dames Commit the war of white and damask in Their nicely-gawded cheeks to the wanton spoil Of Phoebus' burning kisses: such a pother As if that whatsoever god who leads him Were slily crept into his human powers And gave him graceful posture.
952	Excellent place to stay while visiting Pittsburgh.
953	You have office workers, you have patients with medical needs, why isn't anyone answering the phone?
954	Another table of five came in, and wham.
955	The \""dentist\"" wanted to extract it that day, but I had plans for the weekend and was not about to be in pain.
956	You get two free personal training sessions when you join.
957	I had the carrot cake yummy!!
958	Winners of items less than $50,000 paid a 20 percent premium.
959	MENENIUS: Do not stand upon't.
960	This is when tables around us sat empty.
961	The tee boxes look state of the art and the club house looks like something you'll see on a newer course.
962	Second Roman: And I this.
963	All I can say is the worst!
964	SICINIUS: Why either were you ignorant to see't, Or, seeing it, of such childish friendliness To yield your voices?
965	Wing Night is Monday & Wednesday night, $0.75 whole wings!\n\nThe dining area is nice.
966	hehe
967	MARCIUS: Let him alone; He did inform the truth: but for our gentlemen, The common file--a plague!
968	I don't think I'd have this place on my list of \""musts\"" for downtown.
969	Same overtime.
970	Wouldst thou have laugh'd had I come coffin'd home, That weep'st to see me triumph?
971	The pair were thought to be the last of the surviving production puppets.
972	Unfortunately, the frustration of being Dr. Goldberg's patient is a repeat of the experience I've had with so many other doctors in NYC -- good doctor, terrible staff.
973	All hurt behind; backs red, and faces pale With flight and agued fear!
974	First Roman: This will I carry to Rome.
975	Finally lets you have the pit to hit into.
976	That was HUGE!
977	Marcius is coming home: he has more cause to be proud.
978	Is the senate possessed of this?
979	The sentinel was that same clerkly youth Aventano, who had read to the soldiers that letter Gian Maria had sent Gonzaga.
980	First Senator: He cannot but with measure fit the honours Which we devise him.
981	BRUTUS: You see how he intends to use the people.
982	I was given an antibiotic and instructed to schedule an appointment for the following Saturday so they could start the bridge.
983	Crust was excellent too.
984	Our waitress was not knowledgable of all menu items, and three of our  very simple requests did not come out as ordered.
985	CORIOLANUS: So then the Volsces stand but as at first, Ready, when time shall prompt them, to make road.
986	Would the nobility lay aside their ruth, And let me use my sword, I'll make a quarry With thousands of these quarter'd slaves, as high As I could pick my lance.
987	COMINIUS: Nay, come away.
988	I had french toast and bacon.
989	VIRGILIA: I am glad to see your ladyship.
990	CORIOLANUS: A match, sir.
991	We went there on a Saturday night with a mind to try the Irish food.
992	When you are hearing a matter between party and party, if you chance to be pinched with the colic, you make faces like mummers; set up the bloody flag against all patience; and, in roaring for a chamber-pot, dismiss the controversy bleeding the more entangled by your hearing: all the peace you make in their cause is, calling both the parties knaves.
993	Def a place everyone should try.
994	Here it is!
995	Terrible.
996	You should avoid it at any time.
997	VALERIA: You would be another Penelope: yet, they say, all the yarn she spun in Ulysses' absence did but fill Ithaca full of moths.
998	He asks you to go change into a closet (Yes, a closet to change in with one lightbulb) BUT all my worries aside, the moment he started working on my items I knew he was the real deal.
999	Order fried calamari and it was OK...note to self next time try the calamari roman style.\n\nLike the dinning room with the hardwood floors and bright lighting.
1000	Outrageous !\nThere is so much possibility for ambiance in this restaurant , but they miss the mark on service and atmosphere.
1001	Finally, after a good 15 minutes of this torture, he ripped the tooth out of the side of my jaw.
1002	MARCIUS: Let the first budger die the other's slave, And the gods doom him after!
1003	CORIOLANUS: Why, this was known before.
1004	CORIOLANUS: Your horror's pardon: I had rather have my wounds to heal again Than hear say how I got them.
1005	CORIOLANUS: Thou wretch, despite o'erwhelm thee!
1006	We ordered an app and it came out with the meals and that was another 20 minutes or so.
1007	My husband & I ate here a couple weeks ago for the first time.
1008	Lieutenant: Fear not our care, sir.
1009	If not, why cease you till you are so?
1010	MARCIUS: I am glad on 't: then we shall ha' means to vent Our musty superfluity.
1011	AUFIDIUS: O, doubt not that; I speak from certainties.
1012	The coffee at this place was brewed to perfection which a appreciate.
1013	If you are learn'd, Be not as common fools; if you are not, Let them have cushions by you.
1014	VALERIA: In earnest, it's true; I heard a senator speak it.
1015	BRUTUS: Then our office may, During his power, go sleep.
1016	In all fairness - I did not see this dentist but did schedule an appointment and waited 15 minutes for them to open.\n\nWhen I look at Yelp reviews, I usually weed out the outliers (the best and the worst).
1017	You should have said That as his worthy deeds did claim no less Than what he stood for, so his gracious nature Would think upon you for your voices and Translate his malice towards you into love, Standing your friendly lord.
1018	COMINIUS: Look, sir, your mother!
1019	The \""dentist\"" started the extraction.
1020	A wager they have met.
1021	VIRGILIA: O, good madam, there can be none yet.
1022	We will not be back .
1023	The FOOD!
1024	Those were some big thick burgers.
1025	I, that now Refused most princely gifts, am bound to beg Of my lord general.
1026	Great job Jason!
1027	The menu has a wide selection, I really couldn't decide what I wanted but I went with the ribeye sandwich.
1028	For an end, We must suggest the people in what hatred He still hath held them; that to's power he would Have made them mules, silenced their pleaders and Dispropertied their freedoms, holding them, In human action and capacity, Of no more soul nor fitness for the world Than camels in the war, who have their provand Only for bearing burdens, and sore blows For sinking under them.
1029	BRUTUS: What's the matter?
1030	COMINIUS: Go we to our tent: The blood upon your visage dries; 'tis time It should be look'd to: come.
1031	The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals.
1032	Third Citizen: Nay, your wit will not so soon out as another man's will;'tis strongly wedged up in a block-head, but if it were at liberty, 'twould, sure, southward.
1033	MENENIUS: Why, masters, my good friends, mine honest neighbours, Will you undo yourselves?
1034	MENENIUS: You worthy tribunes,--  SICINIUS: He shall be thrown down the Tarpeian rock With rigorous hands: he hath resisted law, And therefore law shall scorn him further trial Than the severity of the public power Which he so sets at nought.
1035	make you a sword of me?
1036	Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.
1037	Both times, we never heard from them.
1038	Citizens: Down with him, down with him!
1039	BRUTUS: We stay here for the people.
1040	That is where the good part ends.\n\nWhy two stars if we have a nice deck now?
1041	My drink sat empty throughout my meal and never got refilled even when I asked.
1042	BRUTUS: It will be dangerous to go on: no further.
1043	I just got the tire and never needed to have it patched?
1044	MARCIUS: Five tribunes to defend their vulgar wisdoms, Of their own choice: one's Junius Brutus, Sicinius Velutus, and I know not--'Sdeath!
1045	The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals.
1046	I explained to her that there were too many indications where this was not going to be a good fit and wished her the best of luck.\n\nI recommend if you see this dentist you go to the front door (furthest away from the parking lot) for the entrance.\n\nPoor recommendation because the staff who walked by me seemed to be distracted which was pointed out in a previous review.
1047	Whatever the price to be paid, she must keep Lassiter close to her; she must shield from him the man who had led Milly Erne to Cottonwoods.
1048	BRUTUS: He's poor in no one fault, but stored with all.
1049	First Senator: The gods forbid!
1050	Fourth Citizen: You have been a scourge to her enemies, you have been a rod to her friends; you have not indeed loved the common people.
1051	A fish tank with filthy, slimy fingerprints smeared all over it is there for your enjoyment.\n\nOur food came... no water to drink, no tea, medium temperature food.
1052	CORIOLANUS: Tell me of corn!
1053	I'm serious...
1054	COMINIUS: It is your former promise.
1055	\n\nThe room was clean and well maintained.
1056	The sandwich has enough fish to make four sandwiches.
1057	BRUTUS: You speak o' the people, As if you were a god to punish, not A man of their infirmity.
1058	When we came, half of the menu board was still on breakfast, and it was 4:30p.
1059	So looking under one more bush certainly wouldn't hurt.\n\nSo off we go right at lunchtime in the middle of...where exactly were we?
1060	After they gave me novocaine they get me with \""you need a bone graft also in that area since we are extracting that tooth\"".
1061	The best time to visit is summer since Budapest is very cold in winter.
1062	The population of Budapest is about three million, and the city is a very popular place for tourists.
1063	MENENIUS: I will make my very house reel tonight: a letter for me!
1064	Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.
1065	Simply put I LOVE it here.
1066	For your wants, Your suffering in this dearth, you may as well Strike at the heaven with your staves as lift them Against the Roman state, whose course will on The way it takes, cracking ten thousand curbs Of more strong link asunder than can ever Appear in your impediment.
1067	It is actually a different Hawkins.
1068	CORIOLANUS: Mine own desert.
1069	BRUTUS: Let's to the Capitol; And carry with us ears and eyes for the time, But hearts for the event.
1070	MARCIUS: O, they are at it!
1071	I've been informed by a fellow Yelper that they are just closed for the season, I hope they're right!
1072	They understand the concept of  customer service.
1073	First Citizen: Well, I'll hear it, sir: yet you must not think to fob off our disgrace with a tale: but, an 't please you, deliver.
1074	Save yourself a lot of time, money and pain.
1075	The guy never really even apologized for the mistake.
1076	We will never go back.
1077	Three soups (mostly vegetable loaded, which left me out), basic iceberg lettuce mix (very probably out of a bag), a few veggie toppings, and three or four dressings.
1078	First Senator: Your company to the Capitol; where, I know, Our greatest friends attend us.
1079	MENENIUS: Sir, sir,--  SICINIUS: Peace!
1080	AUFIDIUS: The town is ta'en!
1081	BRUTUS: We do it not alone, sir.
1082	Our group of 7 had called a week ahead and were seated in the back of the far dining room, right by a door where clinking pots /pans and  dishes were heard throughout our meal, as well as a Darth Vader type noise coming from the ceiling vent.
1083	The decor is tired and grimy, the place reeked of smoke, and the bartender/server was surly, to put it mildly.
1084	Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection.
1085	Yet welcome, warriors: We call a nettle but a nettle and The faults of fools but folly.
1086	BRUTUS: Mark you that?
1087	will you dismiss the people?
1088	First Senator: Then, worthy Marcius, Attend upon Cominius to these wars.
1089	CORIOLANUS: I sometime lay here in Corioli At a poor man's house; he used me kindly: He cried to me; I saw him prisoner; But then Aufidius was within my view, And wrath o'erwhelm'd my pity: I request you To give my poor host freedom.
1090	In addition to being the apple of my nostalgia's eye, it is also the constant thought of my tummy when I'm hungry on the weekends.
1091	Yeah, I want that, that, that and THAT!\n\nMy friend also mentioned that they have a Chicken Parm special one day of the week that is only served UNTIL 4 pm, and that it is fantastic.
1092	Architecturally, the school has a Catholic character.
1093	Had take out.
1094	Both: Well, well, sir, well.
1095	And now came Fra Domenico from the sacristy in the white chasuble that the Church ordains for the Corpus Christi feast, followed by a page in a clerkly gown of black, and the Mass commenced.
1096	BRUTUS: What then, sir?
1097	Seriously, I'd rather eat at the OG.
1098	The Dome yearbook is published annually.
1099	First Citizen: It was an answer: how apply you this?
1100	Window is opaque due to the grease so you can't hardly see inside.
1101	BRUTUS: Lay hands upon him.
1102	The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork.
1103	VOLUMNIA: Why, I pray you?
1104	No more, I say!
1105	MENENIUS: Put them not to't: Pray you, go fit you to the custom and Take to you, as your predecessors have, Your honour with your form.
1106	Second Senator: Get you gone.
1107	VIRGILIA: 'Tis not to save labour, nor that I want love.
1108	The new range looks amazing.
1109	Associates are young teens and they really don't know where anything is.
1110	They say there's grain enough!
1111	!\n\nThe place is so pretty, they have a new addition that was just built within the last 2 years (according to my father in law) and its really nice.
1112	And fun patrons.
1113	There are better diners in the area that I will patronize in the future rather than Barb's.
1114	While I was there, I watched a lady rush in and demand 6 shirts to be altered in an hour, and he did it and charged the same price.
1115	SICINIUS: Hear me, people; peace!
1116	I got pancakes, bacon and eggs.
1117	Don't waste your time eating here.
1118	I belong to this gym...
1119	Terrible service.
1120	At sixteen years, When Tarquin made a head for Rome, he fought Beyond the mark of others: our then dictator, Whom with all praise I point at, saw him fight, When with his Amazonian chin he drove The bristled lips before him: be bestrid An o'er-press'd Roman and i' the consul's view Slew three opposers: Tarquin's self he met, And struck him on his knee: in that day's feats, When he might act the woman in the scene, He proved best man i' the field, and for his meed Was brow-bound with the oak.
1121	BRUTUS: Come, come, you are well understood to be a perfecter giber for the table than a necessary bencher in the Capitol.
1122	LARTIUS: He did, my lord.
1123	Who knows, because I wasn't informed!
1124	BRUTUS: Could you not have told him As you were lesson'd, when he had no power, But was a petty servant to the state, He was your enemy, ever spake against Your liberties and the charters that you bear I' the body of the weal; and now, arriving A place of potency and sway o' the state, If he should still malignantly remain Fast foe to the plebeii, your voices might Be curses to yourselves?
1125	SICINIUS: Here's he that would take from you all your power.
1126	Atop the Main Building's gold dome is a golden statue of the Virgin Mary.
1127	Much better restaurants to visit!
1128	MENENIUS: Masters of the people, Your multiplying spawn how can he flatter-- That's thousand to one good one--when you now see He had rather venture all his limbs for honour Than one on's ears to hear it?
1129	Go on in a grab a beer and chat black and gold if you happen to be in Carnegie...they can help you out all types of ways in that area.
1130	I can't believe the Doctor wouldn't give me a heads up to make sure my insurance would cover work that wasn't necessary and was strictly preventative.
1131	COMINIUS: Ay, if you come not in the blood of others, But mantled in your own.
1132	Second Officer: Three, they say: but 'tis thought of every one Coriolanus will carry it.
1133	I even asked them to fill all the holes they dug up and didn't use, and they only filled up one.
1134	I called back a couple times with no real answers from the admin.
1135	VOLUMNIA: Nay, my good soldier, up; My gentle Marcius, worthy Caius, and By deed-achieving honour newly named,-- What is it?--Coriolanus must I call thee?-- But O, thy wife!
1136	The carpets are just FILTHY and the walls match.
1137	If any such be here-- As it were sin to doubt--that love this painting Wherein you see me smear'd; if any fear Lesser his person than an ill report; If any think brave death outweighs bad life And that his country's dearer than himself; Let him alone, or so many so minded, Wave thus, to express his disposition, And follow Marcius.
1138	SICINIUS: This a consul?
1139	In fact, the teeth are perfectly healthy.
1140	CORIOLANUS: Pray you now, if it may stand with the tune of your voices that I may be consul, I have here the customary gown.
1141	CORIOLANUS: No, sir,'twas never my desire yet to trouble the poor with begging.
1142	MARCIUS: Sir, it is; And I am constant.
1143	For the dearth, The gods, not the patricians, make it, and Your knees to them, not arms, must help.
1144	\n\nThis place is obviously a beloved neighborhood gem.
1145	When my friend told him of what had occurred, the manager said \""What do you want me to do\""?\n\nMy friend said \""An apology would be a good start\"" whereupon the manager looked back at him and said \""Get out and don't come back\"" ?
1146	VOLUMNIA: Good ladies, let's go.
1147	Cushions, leaden spoons, Irons of a doit, doublets that hangmen would Bury with those that wore them, these base slaves, Ere yet the fight be done, pack up: down with them!
1148	I cannot bring My tongue to such a pace:--'Look, sir, my wounds!
1149	\n\nFinally, the second week into construction, my tiny 10x11 foot deck is done.
1150	VOLUMNIA: She shall, she shall.
1151	Messenger: Spies of the Volsces Held me in chase, that I was forced to wheel Three or four miles about, else had I, sir, Half an hour since brought my report.
1152	Still with me?\n\nIt's a tiny long bar just like the old Irish pubs.
1153	We recommend to you, tribunes of the people, Our purpose to them: and to our noble consul Wish we all joy and honour.
1154	The Dome yearbook is published annually.
1155	Not to mention, though, that a good server wouldn't have served us that regardless.
1156	Meanwhile, of course, my wife and mom are eating their meals and my dad and I are sitting there with no meals.
1157	Cash only, so put that plastic away.\n\nOnly bad thing that could happen is some douche bag from the Food Network or Travel Channel will make this place famous, and then I'll never be able to get in.
1158	While our waitress was a really nice girl, she wasn't on top of anything at all.
1159	MARCIUS: How far off lie these armies?
1160	Custom calls me to't: What custom wills, in all things should we do't, The dust on antique time would lie unswept, And mountainous error be too highly heapt For truth to o'er-peer.
1161	The people at the desk were all very pleasant and welcoming and quite willing to assist with any questions or issues with a smile.
1162	He explores all options with you and is very patient and understanding.
1163	MENENIUS: His nature is too noble for the world: He would not flatter Neptune for his trident, Or Jove for's power to thunder.
1164	SICINIUS: Have with you.
1165	SICINIUS: He cannot temperately transport his honours From where he should begin and end, but will Lose those he hath won.
1166	This is by far the best dentist I have ever been to.
1167	I added mushrooms, it was very flavorful.
1168	'Fore me, this fellow speaks!
1169	I have to say that I write this review with much regret, because I have always loved PaPa J's.
1170	COMINIUS: Should they not, Well might they fester 'gainst ingratitude, And tent themselves with death.
1171	All: No more talking on't; let it be done: away, away!
1172	And they were quick to bill us for it, but no word on where we were in the process.
1173	???????
1174	I ate it.
1175	The onions were huge chunks and the mushrooms were straight from a can.
1176	MENENIUS: For corn at their own rates; whereof, they say, The city is well stored.
1177	Why be that company?
1178	I wasn't even given enough time to read the document, so I should have known and got up and left right then and there.
1179	\nIt is a popular Denny's.
1180	Also they do not keep the dishes, pots and pans, coffee makers, toasters or utensils in the rooms.
1181	It had modern furnishings and the staff were quite friendly.\n\nOrdered the quattro formaggi pizza.
1182	It was upsetting that they left the deck dirty, and all the dirt and cement they moved around wasn't cleaned up.
1183	So, we gamely tried to order other things.
1184	Really nice guy, please go and support this business to keep him around town!
1185	He has it now, and by his looks methink 'Tis warm at 's heart.
1186	And if you finish even a minute after 8, don't plan on getting a drink.
1187	Orange said he plans to give a portion of the proceeds to charity.
1188	Welcome to Rome, renowned Coriolanus!
1189	MENENIUS: O, true-bred!
1190	MENENIUS: In what enormity is Marcius poor in, that you two have not in abundance?
1191	VALERIA: Verily, I do not jest with you; there came news from him last night.
1192	CORIOLANUS: No more of this; it does offend my heart: Pray now, no more.
1193	MARCIUS: Say, has our general met the enemy?
1194	I honestly would have rather had a fish sandwich from McDonald's that night.
1195	I fed my whole family breakfast (3 of us) for $23.
1196	CORIOLANUS: O, You have, I know, petition'd all the gods For my prosperity!
1197	"I hope that through that glove people can see what he was trying to say in his music and what he said in his music."
1198	Messenger: Above an hour, my lord.
1199	Second Citizen: Would you proceed especially against Caius Marcius?
